X,Y,lat,lon,season,segment,frm,utc_date,utc_time,gps_time,Dist,elev,surface,Eqip,bottom,WGS84_ATM,ATM_Eqip,ATM_Bottom
-184567.090891745,-2228221.97326535,69.571554,-49.735089,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:54,1215718027.881,0,1759.546,959.59,314.95,230.48,957.501098632813,312.861098632812,228.391098632812
-184567.341770962,-2228191.91167149,69.571822,-49.735159,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:54,1215718028.266,30.062640699184,1759.406,959.46,318.33,216.26,957.547790527344,316.417790527344,214.347790527344
-184567.640689561,-2228161.95821182,69.572089,-49.73523,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:55,1215718028.651,60.0175918502954,1759.284,959.33,321.73,216.14,957.471740722656,319.871740722656,214.281740722656
-184567.93031427,-2228131.89345037,69.572357,-49.735301,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:55,1215718029.035,90.0837482995811,1759.186,959.24,325.15,201.96,957.336242675781,323.246242675781,200.056242675781
-184568.25875447,-2228101.8254945,69.572625,-49.735373,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:55,1215718029.42,120.153497935655,1759.116,959.16,328.6,162.47,957.218322753906,326.658322753906,160.528322753906
-184568.635230779,-2228071.86567248,69.572892,-49.735446,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:56,1215718029.805,150.115685272266,1759.051,959.1,320.79,165.22,957.088073730469,318.778073730469,163.208073730469
-184569.041297371,-2228041.79132761,69.57316,-49.73552,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:56,1215718030.19,180.192771383505,1758.993,959.04,312.99,170.79,956.928344726563,310.878344726563,168.678344726563
-184569.4953972,-2228011.82511636,69.573427,-49.735595,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:57,1215718030.574,210.162423097189,1758.939,958.99,305.19,184.82,956.805053710938,303.005053710938,182.635053710937
-184570.017969511,-2227981.74116106,69.573695,-49.735672,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:57,1215718030.959,240.250916710117,1758.884,958.86,297.37,218.52,956.673645019531,295.183645019531,216.333645019531
-184570.549686053,-2227951.76856047,69.573962,-49.735749,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:57,1215718031.343,270.228233286313,1758.823,958.26,311.85,215.41,956.4892578125,310.0792578125,213.6392578125
-184571.110986032,-2227921.68143734,69.57423,-49.735827,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:58,1215718031.728,300.320591716273,1758.766,957.49,326.27,226.31,956.292419433594,325.072419433594,225.112419433594
-184571.68142948,-2227891.70566868,69.574497,-49.735905,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:58,1215718032.112,330.301787697569,1758.724,956.75,340.7,234.4,956.076904296875,340.026904296875,233.726904296875
-184572.281453981,-2227861.61537765,69.574765,-49.735984,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:58,1215718032.496,360.398060612623,1758.69,956.01,355.14,242.51,955.890563964844,355.020563964844,242.390563964844
-184572.890621192,-2227831.63644087,69.575032,-49.736063,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:59,1215718032.881,390.383185845788,1758.659,955.27,354.8,228.09,955.738342285156,355.268342285156,228.558342285156
-184573.41271965,-2227801.55264613,69.5753,-49.73614,2008_Greenland_TO,20080710_05,11,2008/07/10,19:26:59,1215718033.265,420.471510702394,1758.63,954.54,354.47,239.02,955.578857421875,355.508857421875,240.058857421875
-184573.943963204,-2227771.58020547,69.575567,-49.736217,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:00,1215718033.649,450.448658981419,1758.582,953.9,354.16,227.45,955.432373046875,355.692373046875,228.982373046875
-184574.427023339,-2227741.4996857,69.575835,-49.736293,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:00,1215718034.034,480.533057209926,1758.523,954.2,348.63,227.55,955.280700683594,349.710700683594,228.630700683594
-184574.841468097,-2227711.53696269,69.576102,-49.736367,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:00,1215718034.418,510.498646380472,1758.458,954.84,343.24,230.6,955.128540039063,343.528540039062,230.888540039062
-184575.246613728,-2227681.4629394,69.57637,-49.736441,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:01,1215718034.803,540.575398530888,1758.371,955.46,337.83,239.27,954.982727050781,337.352727050781,238.792727050781
-184575.573924284,-2227651.39538588,69.576638,-49.736513,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:01,1215718035.187,570.644733525245,1758.268,955.98,333.77,242.26,954.838195800781,332.628195800781,241.118195800781
-184575.910385864,-2227621.439186,69.576905,-49.736585,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:02,1215718035.571,600.60282287924,1758.153,956.02,329.5,239.4,954.705688476563,328.185688476563,238.085688476563
-184576.198671206,-2227591.37490762,69.577173,-49.736656,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:02,1215718035.955,630.668483404323,1758.026,955.97,325.18,273.09,954.582336425781,323.792336425781,271.702336425781
-184576.448006047,-2227561.31387761,69.577441,-49.736726,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:02,1215718036.34,660.73054742053,1757.881,956.32,321.03,270.35,954.490966796875,319.200966796875,268.520966796875
-184576.706494397,-2227531.36420096,69.577708,-49.736796,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:03,1215718036.724,690.681339528993,1757.739,956.31,333.15,256.18,954.401428222656,331.241428222656,254.271428222656
-184576.994564253,-2227501.3000032,69.577976,-49.736867,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:03,1215718037.108,720.746917377071,1757.607,955.62,344.98,258.63,954.322998046875,343.682998046875,257.332998046875
-184577.24368518,-2227471.23905382,69.578244,-49.736937,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:03,1215718037.492,750.808898993826,1757.492,954.88,356.79,252.6,954.264892578125,356.174892578125,251.984892578125
-184577.531611118,-2227441.17490986,69.578512,-49.737008,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:04,1215718037.876,780.874421657685,1757.398,954.68,364.16,255.28,954.201477050781,363.681477050781,254.801477050781
-184577.867565695,-2227411.21889736,69.578779,-49.73708,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:04,1215718038.26,810.832317957522,1757.307,955.1,371.8,255.41,954.143859863281,370.843859863281,254.453859863281
-184578.155346794,-2227381.1548071,69.579047,-49.737151,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:05,1215718038.644,840.897785542662,1757.244,955.69,379.53,247.19,954.095520019531,377.935520019531,245.595520019531
-184578.481930283,-2227351.08752224,69.579315,-49.737223,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:05,1215718039.027,870.966843984097,1757.205,955.84,376.76,244.42,954.053283691406,374.973283691406,242.633283691406
-184578.8176661,-2227321.13159,69.579582,-49.737295,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:05,1215718039.411,900.924657568181,1757.189,955.88,373.95,247.24,953.988708496094,372.058708496094,245.348708496094
-184579.144103179,-2227291.06435882,69.57985,-49.737367,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:06,1215718039.795,930.993660745256,1757.175,956.37,371.34,247.45,953.9375,368.9075,245.0175
-184579.470466987,-2227260.99715453,69.580118,-49.737439,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:06,1215718040.179,961.062636239413,1757.171,957.03,368.81,242.1,953.925537109375,365.705537109375,238.995537109375
-184579.728238491,-2227231.0477456,69.580385,-49.737509,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:07,1215718040.562,991.013154454236,1757.183,957.23,364.68,239.38,953.940002441406,361.390002441406,236.090002441406
-184579.976712959,-2227200.98703806,69.580653,-49.737579,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:07,1215718040.946,1021.07488889671,1757.205,957.25,360.48,230.95,953.973876953125,357.203876953125,227.673876953125
-184580.18624479,-2227170.92957895,69.580921,-49.737648,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:07,1215718041.33,1051.13307832124,1757.225,957.27,356.28,225.34,954.069641113281,353.079641113281,222.139641113281
-184580.395706499,-2227140.87214676,69.581189,-49.737717,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:08,1215718041.714,1081.19124033875,1757.245,957.29,352.07,222.54,954.164428710938,348.944428710937,219.414428710938
-184580.575454167,-2227110.92928805,69.581456,-49.737785,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:08,1215718042.097,1111.1346385618,1757.266,957.31,347.87,211.3,954.212097167969,344.772097167969,208.202097167969
-184580.707036494,-2227080.87835268,69.581724,-49.737852,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:08,1215718042.481,1141.18586200497,1757.293,957.34,343.67,208.51,954.258422851563,340.588422851562,205.428422851562
-184580.838550797,-2227050.82744424,69.581992,-49.737919,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:09,1215718042.865,1171.23705822424,1757.335,957.38,341.46,202.92,954.274230957031,338.354230957031,199.814230957031
-184580.969997076,-2227020.77656272,69.58226,-49.737986,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:09,1215718043.249,1201.28822721927,1757.364,957.41,339.24,188.87,954.284118652344,336.114118652344,185.744118652344
-184581.06250701,-2226990.72892969,69.582528,-49.738052,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:10,1215718043.633,1231.33600266599,1757.396,957.44,337.02,188.91,954.296325683594,333.876325683594,185.766325683594
-184581.116082173,-2226960.68454513,69.582796,-49.738117,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:10,1215718044.016,1261.38043499367,1757.412,957.46,334.78,194.55,954.302978515625,331.622978515625,191.392978515625
-184581.169591411,-2226930.6401875,69.583064,-49.738182,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:10,1215718044.4,1291.42484026865,1757.385,957.43,332.5,194.53,954.26953125,329.33953125,191.36953125
-184581.193395316,-2226900.71040267,69.583331,-49.738246,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:11,1215718044.784,1321.35463456337,1757.378,957.43,326.06,188.89,954.243774414063,322.873774414063,185.703774414063
-184581.169040894,-2226870.67254191,69.583599,-49.738309,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:11,1215718045.168,1351.39250519793,1757.362,957.41,319.61,188.87,954.20947265625,316.40947265625,185.66947265625
-184581.144622644,-2226840.63470809,69.583867,-49.738372,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:12,1215718045.551,1381.43034894768,1757.347,957.4,313.16,188.86,954.207946777344,309.967946777344,185.667946777344
-184581.042410211,-2226810.60334429,69.584135,-49.738433,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:12,1215718045.935,1411.46188668619,1757.349,957.4,306.72,191.67,954.183227539063,303.503227539063,188.453227539062
-184580.979000699,-2226780.56878587,69.584403,-49.738495,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:12,1215718046.319,1441.4965120358,1757.354,957.4,300.29,188.86,954.190490722656,297.080490722656,185.650490722656
-184580.83780015,-2226750.54069748,69.584671,-49.738555,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:13,1215718046.702,1471.52493241094,1757.359,957.41,293.86,191.68,954.224426269531,290.674426269531,188.494426269531
-184580.657675314,-2226720.51585755,69.584939,-49.738614,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:13,1215718047.086,1501.55031264055,1757.351,957.4,287.42,217.02,954.288940429688,284.308940429687,213.908940429688
-184561.17725694,-2225459.35974397,69.596205,-49.740789,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:29,1215718063.209,2762.85686916177,1756.352,953.74,372.55,324.68,954.053649902344,372.863649902344,324.993649902344
-184560.99472554,-2225429.33606132,69.596473,-49.740848,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:30,1215718063.593,2792.88110666354,1756.404,953.08,373.57,296.92,953.565185546875,374.055185546875,297.405185546875
-184560.850975053,-2225399.30918438,69.596741,-49.740908,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:30,1215718063.978,2822.90832769194,1756.478,952.45,374.61,298.98,953.034423828125,375.194423828125,299.564423828125
-184560.697931635,-2225369.17101509,69.59701,-49.740968,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:30,1215718064.363,2853.04688556639,1756.572,951.77,375.65,301.23,952.48046875,376.36046875,301.94046875
-184560.554059676,-2225339.14419207,69.597278,-49.741028,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:31,1215718064.748,2883.07405325453,1756.67,951.11,376.7,303.81,951.976379394531,377.566379394531,304.676379394531
-184560.448966007,-2225309.11417479,69.597546,-49.741089,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:31,1215718065.134,2913.10425443589,1756.779,950.51,377.78,306.43,951.515747070313,378.785747070312,307.435747070313
-184560.343810609,-2225279.08418441,69.597814,-49.74115,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:32,1215718065.519,2943.13442891782,1756.901,949.92,378.87,308.07,950.975952148438,379.925952148438,309.125952148438
-184560.286664098,-2225249.16231865,69.598081,-49.741212,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:32,1215718065.904,2973.0563492555,1757.036,949.28,379.95,303.88,950.315490722656,380.985490722656,304.915490722656
-184560.259059629,-2225219.12593964,69.598349,-49.741275,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:32,1215718066.289,3003.09274094598,1757.166,948.16,380.81,303.13,949.628356933594,382.278356933594,304.598356933594
-184560.270228211,-2225189.08636637,69.598617,-49.741339,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:33,1215718066.675,3033.13231629349,1757.299,946.88,381.6,304.48,948.895751953125,383.615751953125,306.495751953125
-184560.32016827,-2225159.04359883,69.598885,-49.741404,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:33,1215718067.06,3063.17512533515,1757.426,945.64,382.42,302.18,948.101867675781,384.881867675781,304.641867675781
-184560.370042406,-2225129.00085822,69.599153,-49.741469,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:33,1215718067.446,3093.21790735211,1757.537,944.86,383.41,302.88,947.273071289063,385.823071289062,305.293071289062
-184560.41985062,-2225098.95814452,69.599421,-49.741534,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:34,1215718067.831,3123.26066234032,1757.625,944.24,382.88,312.94,946.379699707031,385.019699707031,315.079699707031
-184560.469592911,-2225068.91545774,69.599689,-49.741599,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:34,1215718068.217,3153.30339029948,1757.696,943.54,382.31,325.12,945.457824707031,384.227824707031,327.037824707031
-184560.596937788,-2225038.8663555,69.599957,-49.741666,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:35,1215718068.602,3183.35276237735,1757.755,942.39,381.52,328.44,944.504760742188,383.634760742188,330.554760742187
-184560.724214645,-2225008.81728016,69.600225,-49.741733,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:35,1215718068.988,3213.40210725531,1757.813,941.55,380.87,328.44,943.568298339844,382.888298339844,330.458298339844
-184560.860657249,-2224978.87954971,69.600492,-49.7418,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:35,1215718069.373,3243.34014862891,1757.895,940.93,380.34,328.54,942.493591308594,381.903591308594,330.103591308594
-184561.026630872,-2224948.82730691,69.60076,-49.741868,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:36,1215718069.759,3273.39284975372,1757.986,940.32,379.81,330.49,941.672668457031,381.162668457031,331.842668457031
-184561.231367583,-2224918.7718698,69.601028,-49.741937,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:36,1215718070.145,3303.44898417816,1758.064,939.68,379.26,331.24,940.828979492188,380.408979492188,332.388979492188
-184561.436034177,-2224888.7164596,69.601296,-49.742006,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:37,1215718070.53,3333.50509122629,1758.136,938.98,378.68,335.62,939.972045898438,379.672045898438,336.612045898437
-184561.640630653,-2224858.6610763,69.601564,-49.742075,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:37,1215718070.916,3363.56117089827,1758.219,937.87,377.93,338.33,938.869201660156,378.929201660156,339.329201660156
-184561.85439141,-2224828.71703735,69.601831,-49.742144,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:37,1215718071.302,3393.50597281947,1758.294,937.04,374.27,340.16,937.988464355469,375.218464355469,341.108464355469
-184562.097677839,-2224798.65848653,69.602099,-49.742214,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:38,1215718071.687,3423.56550817672,1758.353,936.38,370.67,338.08,937.039306640625,371.329306640625,338.739306640625
-184562.379722638,-2224768.59674137,69.602367,-49.742285,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:38,1215718072.073,3453.62857640166,1758.404,935.73,367.07,336.51,936.25927734375,367.59927734375,337.03927734375
-184562.709759024,-2224738.64311903,69.602634,-49.742357,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:38,1215718072.459,3483.58401690151,1758.456,935.08,363.47,329.78,935.46142578125,363.85142578125,330.16142578125
-184563.069315976,-2224708.57498506,69.602902,-49.74243,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:39,1215718072.844,3513.65430059586,1758.51,934.43,359.88,328.54,934.760803222656,360.210803222656,328.870803222656
-184563.467626577,-2224678.50365671,69.60317,-49.742504,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:39,1215718073.23,3543.72826674656,1758.55,933.81,356.28,328.29,934.007629394531,356.477629394531,328.487629394531
-184563.875097012,-2224648.54367206,69.603437,-49.742578,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:40,1215718073.616,3573.69102216875,1758.584,933.65,352.89,326.6,933.421875,352.661875,326.371875
-184564.312083938,-2224618.46917604,69.603705,-49.742653,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:40,1215718074.002,3603.76869275981,1758.625,933.69,349.58,315.51,932.849853515625,348.739853515625,314.669853515625
-184564.797056319,-2224588.50280224,69.603972,-49.742729,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:40,1215718074.387,3633.73899067485,1758.682,933.74,346.3,309.15,931.282836914063,343.842836914062,306.692836914062
-184565.23389003,-2224558.42835977,69.60424,-49.742804,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:41,1215718074.773,3663.81660549723,1758.736,933.8,343.01,289.3,930.834533691406,340.044533691406,286.334533691406
-184565.718708427,-2224528.4620393,69.604507,-49.74288,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:41,1215718075.159,3693.78684759899,1758.777,933.84,339.7,271.27,930.423889160156,336.283889160156,267.853889160156
-184566.194213745,-2224498.38442909,69.604775,-49.742956,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:42,1215718075.544,3723.86821626897,1758.805,933.87,336.39,267.5,930.215698242188,332.735698242187,263.845698242188
-184566.6696416,-2224468.3068457,69.605043,-49.743032,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:42,1215718075.93,3753.94955690327,1758.829,933.89,333.07,272.49,930.297546386719,329.477546386719,268.897546386719
-184567.193051939,-2224438.33738395,69.60531,-49.743109,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:42,1215718076.316,3783.92358893118,1758.845,933.91,329.74,278.99,930.166748046875,325.996748046875,275.246748046875
-184567.70714773,-2224408.25663276,69.605578,-49.743186,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:43,1215718076.702,3814.00873288496,1758.873,933.93,326.43,275.68,930.057006835938,322.557006835938,271.807006835938
-184568.269224194,-2224378.28400296,69.605845,-49.743264,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:43,1215718077.088,3843.98663252217,1758.908,933.97,323.12,273.42,929.879699707031,319.029699707031,269.329699707031
-184568.870043585,-2224348.30817841,69.606112,-49.743343,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:43,1215718077.473,3873.96847772136,1758.945,934.01,321.11,263.64,930.057495117188,317.157495117188,259.687495117188
-184569.500367575,-2224318.21784334,69.60638,-49.743423,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:44,1215718077.859,3904.06541399904,1758.972,934.03,319.09,266.22,930.137634277344,315.197634277344,262.327634277344
-184570.101025654,-2224288.24207198,69.606647,-49.743502,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:44,1215718078.245,3934.04720278378,1758.999,934.06,317.06,252.1,930.151000976563,313.151000976563,248.191000976563
-184570.731186991,-2224258.15179028,69.606915,-49.743582,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:45,1215718078.63,3964.14408228884,1759.023,934.08,315.04,249.5,930.087646484375,311.047646484375,245.507646484375
-184571.370503863,-2224228.17285073,69.607182,-49.743662,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:45,1215718079.016,3994.12983794686,1759.048,934.08,313.01,247.36,930.397155761719,309.327155761719,243.677155761719
-184572.009739368,-2224198.19393771,69.607449,-49.743742,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:45,1215718079.402,4024.11556534888,1759.082,933.88,310.89,247.29,930.522521972656,307.532521972656,243.932521972656
-184572.678475067,-2224168.10051461,69.607717,-49.743823,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:46,1215718079.788,4054.21641785046,1759.11,933.41,308.65,249.26,930.584350585938,305.824350585938,246.434350585938
-184573.356365699,-2224138.11843333,69.607984,-49.743904,2008_Greenland_TO,20080710_05,11,2008/07/10,19:27:46,1215718080.173,4084.20616166187,1759.141,932.74,306.33,249.19,930.660461425781,304.250461425781,247.110461425781
-184575.283765751,-2224059.613439,69.608683,-49.74412,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:47,1215718081.182,4162.73481251423,1759.218,930.98,303.56,245.84,930.579650878906,303.159650878906,245.439650878906
-184576.000172789,-2224029.62823211,69.60895,-49.744202,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:48,1215718081.568,4192.72857639151,1759.22,930.28,301.2,245.47,930.468444824219,301.388444824219,245.658444824219
-184576.74607413,-2223999.52851559,69.609218,-49.744285,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:48,1215718081.954,4222.83753358638,1759.205,929.67,298.88,244.69,930.378845214844,299.588845214844,245.398845214844
-184577.501129163,-2223969.54014026,69.609485,-49.744368,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:48,1215718082.339,4252.83541289757,1759.194,929.34,300.42,237.27,930.170654296875,301.250654296875,238.100654296875
-184578.178469554,-2223939.55823438,69.609752,-49.744449,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:49,1215718082.725,4282.8249689172,1759.185,929.25,302.07,239.37,929.954528808594,302.774528808594,240.074528808594
-184578.846488726,-2223909.46504068,69.61002,-49.74453,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:49,1215718083.11,4312.92557616635,1759.156,929.23,303.73,241.99,929.734069824219,304.234069824219,242.494069824219
-184579.446036103,-2223879.48963095,69.610287,-49.744609,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:49,1215718083.496,4342.90698116369,1759.105,929.17,305.37,242.95,929.502685546875,305.702685546875,243.282685546875
-184579.997450567,-2223849.40615517,69.610555,-49.744687,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:50,1215718083.882,4372.99551008176,1759.044,929.11,306.99,255.28,929.255920410156,307.135920410156,255.425920410156
-184580.519211739,-2223819.43724173,69.610822,-49.744764,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:50,1215718084.268,4402.96896513654,1758.982,929.05,308.62,255.89,929.069091796875,308.639091796875,255.909091796875
-184580.992842856,-2223789.3602625,69.61109,-49.74484,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:51,1215718084.654,4433.04967333576,1758.896,928.97,310.23,253.16,928.903198242188,310.163198242187,253.093198242187
-184581.398012184,-2223759.401067,69.611357,-49.744914,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:51,1215718085.039,4463.01160847316,1758.792,928.86,311.81,250.74,928.7626953125,311.7126953125,250.6426953125
-184581.755055373,-2223729.33380599,69.611625,-49.744987,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:51,1215718085.425,4493.0809893241,1758.68,928.81,313.41,255.45,928.592163085938,313.192163085938,255.232163085938
-184582.112024249,-2223699.26657182,69.611893,-49.74506,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:52,1215718085.811,4523.15034244227,1758.571,929.24,315.23,256.59,928.535888671875,314.525888671875,255.885888671875
-184582.400538029,-2223669.31712116,69.61216,-49.745131,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:52,1215718086.196,4553.10118275252,1758.474,929.86,316.76,267.05,928.4775390625,315.3775390625,265.6675390625
-184582.640929985,-2223639.25960534,69.612428,-49.745201,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:53,1215718086.582,4583.15965985286,1758.392,930.48,318.3,273.07,928.427001953125,316.247001953125,271.017001953125
-184582.803632173,-2223609.20855956,69.612696,-49.745269,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:53,1215718086.967,4613.21114608449,1758.319,931.11,319.85,276.12,928.370422363281,317.110422363281,273.380422363281
-184582.966265296,-2223579.15754067,69.612964,-49.745337,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:53,1215718087.353,4643.26260504792,1758.232,931.73,321.38,276.51,928.4853515625,318.1353515625,273.2653515625
-184583.060453259,-2223549.22430494,69.613231,-49.745403,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:54,1215718087.739,4673.19598895754,1758.151,932.35,322.92,276.92,928.621887207031,319.191887207031,273.191887207031
-184583.067718501,-2223519.18622608,69.613499,-49.745467,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:54,1215718088.124,4703.23406869374,1758.069,932.93,324.44,279.6,928.761474609375,320.271474609375,275.431474609375
-184582.997304458,-2223489.1546173,69.613767,-49.745529,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:55,1215718088.51,4733.26576002778,1757.981,933.04,325.76,280.96,928.798828125,321.518828125,276.718828125
-184582.849214278,-2223459.12947857,69.614035,-49.745589,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:55,1215718088.896,4763.29126395488,1757.886,932.95,326.98,298.19,928.981628417969,323.011628417969,294.221628417969
-184582.623451102,-2223429.1108099,69.614303,-49.745647,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:55,1215718089.281,4793.31078157717,1757.777,932.9,328.21,298.79,929.186401367188,324.496401367187,295.076401367188
-184582.271971484,-2223398.99052021,69.614572,-49.745702,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:56,1215718089.667,4823.43312193422,1757.66,933.33,329.64,291.32,929.409118652344,325.719118652344,287.399118652344
-184581.852067067,-2223368.9880132,69.61484,-49.745755,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:56,1215718090.052,4853.43856721633,1757.542,933.91,331.15,289.37,929.629638671875,326.869638671875,285.089638671875
-184581.39330472,-2223338.98875457,69.615108,-49.745807,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:56,1215718090.438,4883.44133344185,1757.431,934.51,332.66,301.77,929.787109375,327.937109375,297.047109375
-184580.81807789,-2223308.99918739,69.615376,-49.745856,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:57,1215718090.824,4913.43641680293,1757.329,935.12,334.18,303.01,930.287780761719,329.347780761719,298.177780761719
-184580.194757047,-2223278.90155628,69.615645,-49.745904,2008_Greenland_TO,20080710_05,12,2008/07/10,19:27:57,1215718091.209,4943.54050169265,1757.236,935.73,335.71,304.84,930.829895019531,330.809895019531,299.939895019531
